usage_id,subscription_id,usage_date,feature_name,usage_count,usage_duration_secs,error_count,is_beta_feature
U-a2d24a,S-78cb5f,2024-08-02,feature_11,8,2848,0,False
U-df3b98,S-a7d379,2024-03-24,feature_37,17,6970,0,False
U-2cca50,S-2a73e2,2023-01-23,feature_36,18,144,0,False
U-1f7fbb,S-b152d6,2023-10-23,feature_30,5,2680,0,False
U-662254,S-3c072b,2023-10-24,feature_21,8,120,0,True
U-de8c45,S-4c5456,2023-06-17,feature_26,15,2205,2,False
U-396970,S-ff4611,2023-02-10,feature_26,8,3312,1,False
U-ed5130,S-fc9cc3,2024-07-11,feature_12,10,2820,0,False
U-056e95,S-770f21,2024-09-02,feature_23,12,2556,0,False
U-29fd78,S-cf6ec1,2024-01-02,feature_25,11,3344,0,False
U-5d959c,S-921f19,2024-03-24,feature_35,9,2754,0,False
U-027738,S-70d15d,2023-10-05,feature_19,5,1575,0,False
U-e3a441,S-30c045,2024-05-10,feature_18,6,2136,0,True
U-b4955e,S-d841e4,2023-11-05,feature_3,13,5083,1,False
U-fa7f1b,S-46a7eb,2023-08-17,feature_39,12,5424,0,False
U-f04580,S-52699f,2023-12-23,feature_14,7,763,0,False
U-598036,S-3503b4,2024-12-19,feature_39,9,558,0,False
U-465daa,S-632337,2024-07-23,feature_21,11,3663,3,False
U-635a85,S-753a0a,2024-06-25,feature_4,12,4512,0,False
U-ea0e0f,S-ea8479,2024-04-10,feature_20,15,4200,0,False
U-d6a819,S-e81358,2023-08-24,feature_24,11,2464,0,False
U-138a2c,S-b4b084,2023-10-30,feature_8,7,3339,0,False
U-0701df,S-682d28,2024-06-09,feature_31,7,3661,1,False
U-93351f,S-75985b,2023-06-29,feature_36,14,1036,0,False
U-c1977a,S-2f07f6,2024-03-21,feature_12,8,2624,2,False
U-e6393b,S-78c894,2024-12-09,feature_20,8,3384,0,False
U-4e53dd,S-50815c,2024-11-07,feature_14,9,3060,0,False
U-29f5d8,S-44483e,2023-10-13,feature_25,12,6156,0,False
U-ec2195,S-413a1d,2024-08-24,feature_39,12,7128,0,False
U-3f0c1e,S-76cdf1,2024-01-21,feature_28,14,3822,0,False
U-834415,S-618471,2023-01-30,feature_3,14,1666,0,False
U-f856f9,S-e5fdf9,2024-06-10,feature_34,8,2472,0,False
U-16731a,S-91709b,2024-08-19,feature_24,13,5889,0,False
U-01c367,S-c10f0c,2023-08-03,feature_34,7,3633,2,False
U-140299,S-69a7ce,2023-01-12,feature_2,9,5319,0,False
U-c4e343,S-718116,2023-02-18,feature_24,10,3280,0,False
U-004f42,S-7cc0ec,2024-07-27,feature_28,8,3504,1,False
U-9856ee,S-fcbd92,2023-08-01,feature_15,14,5418,0,False
U-03609f,S-285534,2024-10-05,feature_21,17,8857,0,False
U-b033bc,S-57019e,2023-07-19,feature_9,7,2863,0,False
U-e4c809,S-abd244,2024-08-10,feature_4,11,6028,0,True
U-264e22,S-0144ac,2024-12-14,feature_34,10,5130,0,True
U-ceb9d5,S-e32b16,2023-09-03,feature_38,5,2520,0,False
U-56d8d9,S-58239c,2023-07-10,feature_23,11,3960,0,False
U-c0d53e,S-108282,2023-04-14,feature_25,16,4832,5,False
U-3713d2,S-09251c,2024-02-07,feature_40,11,528,0,False
U-f41932,S-e33883,2024-06-04,feature_16,9,4383,0,False
U-ca1b71,S-2b4a26,2024-07-11,feature_39,13,5668,0,False
U-b4ab0e,S-b72911,2023-10-30,feature_12,11,5918,0,False
U-ece899,S-682d28,2023-07-13,feature_36,9,5076,0,False
U-2a64f5,S-dabcd2,2023-09-28,feature_10,12,6036,0,False
U-209cca,S-92afb8,2023-08-02,feature_28,8,1136,2,False
U-f051bc,S-7e7a73,2023-02-15,feature_27,13,6656,0,False
U-1afde0,S-d0259a,2023-05-03,feature_7,12,4764,0,False
U-c0330a,S-487d18,2023-10-18,feature_31,10,4650,0,False
U-d2175a,S-e260ff,2023-09-15,feature_7,11,2673,0,False
U-200965,S-3c0121,2023-07-10,feature_35,12,1620,0,False
U-3ac28a,S-718bf5,2023-08-27,feature_6,12,480,0,False
U-74f86d,S-94b283,2024-04-06,feature_30,7,994,1,False
U-18c81c,S-10bd09,2023-10-02,feature_18,12,864,0,False
U-0d71ea,S-029c20,2023-02-27,feature_32,12,3396,0,False
U-d0fe84,S-918151,2023-04-12,feature_10,9,1368,0,False
U-cc74a2,S-57800a,2024-07-25,feature_31,6,954,0,False
U-2647db,S-15a058,2024-06-30,feature_40,16,912,3,False
U-8e0334,S-ae3270,2023-07-17,feature_20,11,4356,0,False
U-4912d5,S-0b2ac3,2024-08-31,feature_22,3,741,2,False
U-c3499c,S-d604ec,2024-08-20,feature_2,10,150,0,False
U-d42d1d,S-3a897f,2023-05-20,feature_22,10,5810,3,False
U-6012ae,S-620b62,2023-04-02,feature_13,10,400,3,False
U-4a379c,S-112733,2023-06-25,feature_11,11,1100,0,False
U-d8725b,S-22c66b,2023-02-12,feature_33,6,2928,0,False
U-8cf650,S-d81959,2024-07-14,feature_5,12,5880,0,False
U-ab4108,S-673c51,2024-02-21,feature_4,10,1530,0,False
U-a84daa,S-4c7591,2023-11-05,feature_19,8,1112,1,False
U-48fe02,S-65e38d,2024-01-05,feature_10,13,1300,3,False
U-013527,S-c35f78,2023-05-26,feature_2,12,3396,1,False
U-d7f073,S-585c3b,2024-03-06,feature_23,14,4592,2,False
U-fb7079,S-a1d67e,2023-08-19,feature_9,7,3402,1,False
U-711271,S-ad02b5,2024-12-09,feature_23,11,6138,0,False
U-8ad4a5,S-b4c914,2023-04-19,feature_7,6,3558,1,False
U-8128da,S-6c969d,2024-05-27,feature_34,9,2520,0,False
U-ad8fcf,S-8324d4,2024-05-17,feature_19,11,6435,1,False
U-c7326c,S-f7b0e0,2023-02-21,feature_26,10,5890,0,False
U-e12cb2,S-c08805,2023-10-03,feature_33,13,5876,1,False
U-c4dfca,S-c8d680,2023-07-11,feature_10,15,210,1,False
U-284ec0,S-150c8e,2024-12-03,feature_10,12,228,0,False
U-b3d8e7,S-19465f,2023-12-03,feature_1,6,1308,0,False
U-02f12f,S-fc9cc3,2024-07-15,feature_34,7,2730,0,False
U-fdbd1b,S-e6571c,2023-04-03,feature_8,8,2104,0,True
U-79f9a0,S-108caf,2023-04-05,feature_25,14,8204,1,False
U-4ee846,S-e874c1,2023-01-10,feature_35,11,3839,0,False
U-e74ab8,S-ae4bb3,2024-05-06,feature_17,7,2814,0,True
U-293edb,S-673c51,2023-02-11,feature_4,10,280,0,False
U-0f1836,S-7077ab,2024-08-26,feature_33,16,4608,0,False
U-db1ab5,S-770018,2024-06-19,feature_6,16,5280,0,False
U-4c6d44,S-c17a35,2023-03-01,feature_36,14,2044,0,False
U-1d3c10,S-12e3ff,2023-11-16,feature_11,8,1856,0,False
U-caad16,S-762cae,2024-04-10,feature_2,13,169,0,False
U-166733,S-d0259a,2023-05-23,feature_36,10,3440,0,False
U-d369db,S-196c1e,2024-09-08,feature_12,6,1374,2,False
U-b982ed,S-60b7c7,2023-09-28,feature_28,7,2961,0,False
U-b94851,S-b8caad,2023-03-30,feature_2,13,1248,0,True
U-495986,S-f5efe4,2023-07-25,feature_9,9,5274,1,False
U-0d87c3,S-39c024,2023-11-29,feature_15,13,3497,0,False
U-eac4ea,S-851bbe,2023-04-20,feature_40,9,855,0,False
U-7f84e1,S-da2f0b,2023-06-02,feature_17,15,3675,0,True
U-5ca389,S-525d6b,2024-02-24,feature_35,13,2314,1,True
U-28af0e,S-f3c329,2024-11-15,feature_12,11,4488,1,False
U-556fae,S-1ffdd8,2024-12-21,feature_25,10,3640,0,False
U-70300f,S-d5ac8c,2024-04-29,feature_30,9,783,0,False
U-bf94d3,S-b6e15a,2024-08-15,feature_4,9,1953,1,False
U-94dca5,S-b821f4,2023-11-11,feature_4,11,3509,0,True
U-151fbb,S-834097,2024-01-01,feature_17,7,4151,1,False
U-f1da30,S-f0e08e,2024-05-29,feature_12,13,923,3,False
U-3c2721,S-742e23,2024-09-17,feature_34,11,4829,0,False
U-6a9e7e,S-020222,2024-12-16,feature_13,5,560,0,False
U-2eeefe,S-712f3a,2023-04-02,feature_18,8,304,0,False
U-2cc37b,S-d97ff1,2024-08-26,feature_30,11,6303,5,False
U-c9df37,S-1acdd2,2023-12-30,feature_40,6,342,1,False
U-347de2,S-255846,2023-09-22,feature_7,7,4200,0,False
U-ad1439,S-bfc0f8,2023-01-24,feature_31,10,1750,4,False
U-4c4926,S-7e8bd4,2023-02-27,feature_15,14,6776,0,False
U-203c3b,S-05ef15,2024-03-01,feature_7,11,4851,0,False
U-945803,S-605115,2023-02-08,feature_25,8,3168,4,False
U-5689f5,S-9f13f8,2023-12-27,feature_30,10,2700,0,False
U-c3d78d,S-95aaf8,2024-01-09,feature_10,10,960,2,False
U-bc8036,S-53e028,2024-01-09,feature_36,7,2814,0,False
U-fbcabd,S-ceffe9,2023-05-02,feature_18,9,4635,0,False
U-4a397b,S-c1c645,2024-08-22,feature_28,15,1950,0,False
U-f31c85,S-96e3e8,2024-04-28,feature_16,12,6840,0,False
U-5e1873,S-770f21,2024-01-17,feature_37,9,4626,0,False
U-624256,S-c59b3b,2024-04-17,feature_11,10,2370,1,False
U-780a61,S-f463d3,2023-01-28,feature_30,7,1491,0,False
U-a1c595,S-155b3e,2023-11-11,feature_15,7,3829,0,False
U-eb4a47,S-80c01c,2023-07-10,feature_29,8,2464,0,False
U-0eeabf,S-2a312e,2024-11-18,feature_12,15,5955,5,False
U-861db7,S-448b6d,2024-06-12,feature_20,10,510,0,False
U-408ffa,S-826d19,2023-12-13,feature_14,15,8490,1,False
U-d6c43d,S-f9a56a,2023-02-23,feature_27,10,350,1,False
U-a8d0cd,S-089fa7,2024-06-13,feature_34,10,4070,0,False
U-9d7d70,S-8bac4e,2023-09-23,feature_1,8,2880,1,False
U-c2aca1,S-9aa190,2024-12-04,feature_34,11,1683,0,False
U-e55708,S-7679b6,2023-12-02,feature_39,12,5580,0,False
U-1e01e7,S-3a57be,2023-03-01,feature_31,6,3102,0,False
U-feac9f,S-9d8ac4,2024-04-19,feature_32,9,3168,2,False
U-e825c8,S-e7d026,2024-08-23,feature_2,11,2772,0,False
U-ad672a,S-07976e,2023-09-23,feature_10,6,1140,0,False
U-7a9cd2,S-a6010b,2023-06-29,feature_10,13,6474,3,False
U-c5e79a,S-e98121,2024-10-28,feature_32,15,6615,1,False
U-cab59a,S-75c438,2023-06-18,feature_4,14,4284,0,False
U-6d7d29,S-de543d,2023-10-23,feature_18,9,5130,0,False
U-039f63,S-d0bb87,2024-08-15,feature_1,12,2604,0,False
U-0271e8,S-e57fb8,2023-07-03,feature_12,12,420,0,True
U-ea4fdb,S-e41941,2024-02-28,feature_37,6,3402,1,False
U-f616de,S-260e48,2024-03-08,feature_35,12,360,0,False
U-c779e5,S-fc65aa,2023-08-18,feature_8,11,5016,0,False
U-ae0387,S-26593b,2023-09-05,feature_36,10,100,0,False
U-2dd468,S-77c880,2023-08-19,feature_9,8,3824,0,False
U-ef07e5,S-163e64,2024-04-08,feature_1,11,5742,0,True
U-1dda34,S-7e09c4,2024-03-21,feature_20,13,91,0,True
U-1235ea,S-aaf30f,2024-05-22,feature_24,9,3843,0,False
U-0752b9,S-5ae105,2024-09-26,feature_3,15,4365,0,False
U-c58edc,S-43af5a,2024-07-09,feature_37,6,240,0,False
U-251d19,S-a7da97,2023-08-19,feature_12,5,825,0,False
U-2462a6,S-8f181e,2024-02-19,feature_38,8,4168,0,False
U-a8c45f,S-caca4f,2023-09-10,feature_26,11,1892,0,False
U-0f5d18,S-495e57,2024-10-22,feature_15,12,1560,0,False
U-a99185,S-44c9ae,2023-10-03,feature_18,14,1358,0,False
U-1749fc,S-2dbf26,2024-08-16,feature_4,9,4131,0,False
U-489c57,S-08fc73,2023-06-13,feature_5,16,320,0,False
U-c5d49c,S-909b7f,2023-07-06,feature_39,9,2511,0,False
U-a60828,S-f3d5d7,2024-09-29,feature_7,11,1540,1,False
U-bd2074,S-4704e5,2024-02-10,feature_29,8,656,0,False
U-14f723,S-a5d1e3,2023-04-16,feature_10,8,248,0,False
U-8e1059,S-ac4799,2023-05-04,feature_29,8,1912,2,False
U-7b8543,S-aa20eb,2023-01-05,feature_37,8,1336,3,False
U-48a215,S-e6cfc1,2023-10-05,feature_14,9,1323,0,False
U-16c1fb,S-a0ba0c,2024-08-18,feature_7,7,2177,0,False
U-cfb394,S-74f146,2023-04-23,feature_38,7,1323,0,False
U-4a09cc,S-3e0c7b,2023-12-29,feature_7,13,4823,0,False
U-712c1a,S-92d873,2024-02-12,feature_31,9,1197,0,False
U-0bf51d,S-e57fb8,2023-06-22,feature_24,3,951,0,False
U-450118,S-712f3a,2024-08-22,feature_26,15,2655,0,False
U-86b7a5,S-e41941,2024-10-23,feature_1,7,679,0,False
U-063789,S-0c56e1,2023-06-16,feature_16,8,2280,3,False
U-7ce03e,S-7501c9,2024-12-11,feature_29,11,495,0,False
U-8cb18f,S-23dcff,2024-01-15,feature_13,14,7784,4,False
U-970d6a,S-4f9730,2024-12-31,feature_23,7,105,0,False
U-86dcfe,S-354f6f,2023-04-03,feature_29,5,2200,1,False
U-581445,S-381420,2023-08-17,feature_8,14,3010,1,False
U-93baec,S-c855b0,2024-04-26,feature_25,6,3240,1,False
U-1fa0f9,S-4f5c94,2023-10-27,feature_12,12,612,0,False
U-c96961,S-bc7cab,2024-03-14,feature_5,6,2934,0,False
U-88648e,S-0e9f04,2023-12-15,feature_7,9,4752,0,False
U-89e48e,S-12ed58,2024-09-26,feature_40,4,2332,1,False
U-f431af,S-936e80,2024-06-12,feature_28,7,1939,0,False
U-9518a9,S-415065,2023-08-29,feature_21,9,189,0,False
U-7ae7f2,S-8324d4,2024-08-18,feature_15,14,6902,1,False
U-12fe46,S-ec690c,2023-10-28,feature_15,6,2826,0,False
U-737916,S-b559da,2024-06-13,feature_39,4,2356,0,False
U-515d2c,S-6a017c,2024-12-13,feature_11,7,4165,0,False
U-71ac38,S-cfca40,2023-02-07,feature_15,11,2838,0,False
U-ed69da,S-ba67a5,2023-10-01,feature_28,12,6312,0,False
U-e1505a,S-23dcff,2023-08-05,feature_2,9,3690,2,False
U-589cea,S-983266,2024-10-22,feature_29,9,1989,1,False
U-b4fd5a,S-65ae02,2024-02-19,feature_31,11,1408,2,False
U-24ae69,S-526a2c,2023-12-03,feature_14,11,5709,0,False
U-181f6e,S-9c1bcb,2023-07-29,feature_20,10,1780,1,False
U-39f86b,S-f72b84,2024-07-12,feature_26,8,3664,0,False
U-7d77b9,S-c10f0c,2024-02-21,feature_26,11,2365,0,False
U-899972,S-efeb9b,2023-06-07,feature_27,10,3350,0,False
U-2db96b,S-76c59f,2023-07-31,feature_38,11,6083,0,False
U-6bdbb4,S-5f3359,2023-10-06,feature_15,10,5790,2,False
U-ad151c,S-381420,2024-12-11,feature_5,10,4820,1,False
U-778fda,S-22f096,2023-01-06,feature_25,11,4290,0,False
U-8d3f5f,S-a8f236,2024-09-05,feature_10,6,2562,0,True
U-7c5788,S-89e98a,2023-02-13,feature_29,6,324,0,False
U-708be6,S-4c5456,2024-06-14,feature_5,12,5640,0,False
U-67057b,S-f3138f,2024-09-07,feature_27,12,6816,0,False
U-c893eb,S-1c06f3,2023-12-14,feature_37,11,2123,3,False
U-6e1b88,S-838330,2024-06-27,feature_9,12,264,0,False
U-d29c74,S-799da2,2023-07-02,feature_1,9,2763,0,False
U-f93aa8,S-585c3b,2024-07-18,feature_18,11,6468,1,True
U-91189c,S-4a3e6c,2024-02-19,feature_4,12,3120,0,False
U-043dcd,S-5ddf8d,2023-05-17,feature_20,12,576,0,False
U-5e78a3,S-574b52,2024-05-28,feature_6,15,8250,1,False
U-d589d0,S-c62428,2023-05-31,feature_8,10,3650,0,False
U-cd9c37,S-7277c8,2024-04-19,feature_39,12,6552,0,False
U-6dbfd9,S-f1778c,2024-09-26,feature_9,8,128,2,False
U-d23465,S-bd5207,2023-07-13,feature_23,10,3910,0,False
U-56f476,S-54daa5,2024-09-09,feature_36,6,1548,0,False
U-110ee2,S-cb3a85,2024-07-23,feature_33,12,5760,1,False
U-0ed857,S-72cf21,2023-02-20,feature_34,5,1310,3,True
U-c9c4c7,S-329803,2023-09-10,feature_7,10,3400,2,True
U-1a7709,S-af6284,2023-03-28,feature_10,10,1340,0,False
U-9457c3,S-191550,2023-10-24,feature_20,11,605,0,False
U-6c328f,S-d19216,2024-10-29,feature_15,8,312,0,True
U-83207b,S-19858e,2023-06-13,feature_9,11,3388,0,False
U-f597fc,S-2a73e2,2024-03-12,feature_28,9,981,0,False
U-5a7738,S-127844,2024-07-26,feature_40,9,3735,0,False
U-948ece,S-ddad91,2023-03-29,feature_31,11,4158,0,True
U-971d5c,S-e32bf8,2024-10-05,feature_1,7,3248,0,False
U-f584a0,S-4af421,2024-08-08,feature_22,5,2480,0,False
U-fbe41c,S-4c7591,2023-03-16,feature_13,11,5478,1,False
U-3f091a,S-515485,2024-10-19,feature_11,9,720,0,False
U-0c2f50,S-28e360,2024-09-15,feature_1,7,1974,2,False
U-039f65,S-78172b,2024-10-06,feature_3,8,4600,0,True
U-5f151d,S-45baac,2023-10-02,feature_23,8,3176,0,False
U-ab6d23,S-5e8d9f,2024-09-26,feature_26,15,5685,1,False
U-91ff99,S-a30f36,2024-09-08,feature_8,10,4120,0,False
